,LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
46,LB-98978,"KBG, INC.",KELLEHER'S BAR & GRILLE,NONE,1410 and 1412 Centre Street - Rear entrance from alley on Knoll Street - Rear entrance for stock; In three rooms on first floor (one of which will be for stock) and Cellar for stock. Capacity breakdown: 62 seated  37 standing.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,99,"KBG, INC.",,1410.0,1420.0,  Centre ST,Roslindale,MA,2131,"['42.293937', '-71.13618']",42.293937,-71.13618
47,LB-99039,"O&M PARTNERS, LLC",CENTRE BAR,,Two rear entrances from alley for stock; in two rooms and kitchen on first floor; cellar for stock.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,96,"O&M PARTNERS, LLC",,1664.0,, Dorchester Av,Dorchester,MA,2124,"['42.293958', '-71.06222']",42.293958,-71.06222
48,LB-98810,"M.W.G.W. CARVER GRAND LODGE,INC.",,NONE,In whole of said building (two floors).,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBAL,Clb. All Alc.,,2:00 AM,2:30 AM,886,"M.W.G.W. CARVER GRAND LODGE,INC.",,70.0,80.0,  Talbot AV,Dorchester,MA,2124,"['42.29396', '-71.08371']",42.29396,-71.08371
49,LB-99313,"PHILLIPS OLD COLONY HOUSE, INC.",PHILLIPS OLD COLONY HOUSE,11:00 OPENING FOR ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS.,Rear entrance to yard for stock;in one room and service bar and kitchen lst floor  one room on mezzanine rear; function room basement rear; cellar for stock. And to include a seasonal outdoor patio on private property for 56 patrons between the hours of 11:00 a.m. - 2:00 a.m.,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,419,"PHILLIPS OLD COLONY HOUSE, INC.",,780.0,,  William T Morrissey BL,Dorchester,MA,2125,"['42.29545', '-71.04716']",42.29545,-71.04716
50,LB-99605,YUNG SU CHOE CORP.,MISONO,1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) SUSHI BAR TO HAVE MAXIMUM OF14 SEATS.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,MIDNIGHT,12:30 AM,49,YUNG SU CHOE CORP.,,669.0,,  VFW PW,Boston,MA,2467,"['42.296579', '-71.155008']",42.296579,-71.155008
51,LB-99608,"CHAU CHOW III, LLC",CHAU CHOW,A.) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS  B.) NO BAR  C.) 11:00 P.M. CLOSING,In two dining rooms on the first floor; kitchen in the rear  storage in the rear and in the basement,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,280,"CHAU CHOW III, LLC",,699.0,,  William T Morrissey BL,Dorchester,MA,2122,"['42.29799', '-71.04993']",42.29799,-71.04993
52,LB-98888,THE TWELVE BENS,,1. Food to be available at all times (including Sunday). 2. Second floor to be used for function only. 3. On second floor alcoholic beverage to be served only in conjunction with meals.,In one room on first floor with kitchen  with storage in the basement.  Capacity breakdown: 1st fl - 145; 2nd fl - 140.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,285,THE TWELVE BENS,,315.0,,  Adams ST,Dorchester,MA,2122,"['42.298605', '-71.057578']",42.298605,-71.057578
53,LB-99854,"ANH HONG RESTAURANT, LLC",ANH HONG RESTAURANT,A.) NO BAR  B.) ALCOHOL WITH FOOD ONLY,TWO ROOMS ON FIRST FLOOR  KITCHEN IN THE REAR  AND STORAGE IN CELLAR.,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWR,CV7 Malt Wine Restrict.,,1:00 AM,1:30 AM,95,"ANH HONG RESTAURANT, LLC",,291.0,,  Adams ST,Dorchester,MA,2122,"['42.299183', '-71.05818']",42.299183,-71.05818
54,LB-99038,"B. STONE, INC.",THE BLARNEY STONE,1) Patio must be staffed at all times. 2) Patio Hours from11:00 AM to 12:00 Midnight. 3) All patrons must be off the patio by Midnight.,Two rear entrances from yard for stock; in two rooms and kitchen on first floor; cellar for stock and  to include seasonal outdoor seating for 80 patrons from April through October.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,240,"B. STONE, INC.",,1505.0,, Dorchester Av,Dorchester,MA,2122,"['42.299303', '-71.060619']",42.299303,-71.060619
55,LB-98791,OLD COLONY YACHT CLUB,,The Board granted permission to open on Sundays for brunch with the service of food and alcohol beginning at 10:00 AM.,In whole of said building except basement.  Capacity breakdown: 1st fl - 134  2nd fl - 220.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBAL,Clb. All Alc.,,1:00 AM,1:30 AM,354,OLD COLONY YACHT CLUB,,235.0,,  Victory RD,Dorchester,MA,2122,"['42.2997', '-71.0444']",42.2997,-71.0444
56,LB-99673,"GEORGE'S RESTAURANT & LOUNGE, INC.",LEVI'S RESTAURANT & LOUNGE,NO BAR IN RESTAURANT. THE BOARD EXTENDED THE CLOSING HOUR ON FRIDAY/SATURDAY  SUNDAYS TO 2:00 A.M.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR; AND ONE FUNCTION ROOM IN BASEMENT ALONG WITH STORAGE. CAPACITY BREAKDOWN: 1ST FL 35; BASEMENT FUNCTION HALL 99.,11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,1:00 AM,1:30 AM,134,"GEORGE'S RESTAURANT & LOUNGE, INC.",,323.0,,  Washington ST,Dorchester,MA,2121,"['42.29983', '-71.07452']",42.29983,-71.07452
57,LB-129675,,Tikki Masala Indian Restaurant,1.)Alcoholic Beverages to be served only in conjunction with meals.,In one large room on first floor with kitchen on the left and storage in the basement. 2 exits: 1 in front and 1 in back.,10/10/2014 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,10:00 p.m.,10:30 p.m.,26,Punjab Foods Inc.,(617)417-4554,3706.0,,  Washington ST,Jamaica Plain,MA,2130,"['42.30036', '-71.11297']",42.30036,-71.11297
58,LB-99110,"CILL DARA, INC.",EUGENE O'NEILLS,NONE,ENTRANCE FROM WASHINGTON STREET; ONE ROOM FIRST FLOOR  STOCK IN BASEMENT; REAR EXIT.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,81,"CILL DARA, INC.",,3700.0,,  Washington ST,Jamaica Plain,MA,2130,"['42.30053', '-71.112809']",42.30053,-71.112809
59,LB-157946,"KKCB, LLC",GRASSFED,ALCOHOLIC BEVERAGES ONLY TO BE SERVED IN CONJUNCTION WITH MEALS.,Two (2) Floors  Two (2) doors  First floor Street level with kitchen  Basement Floor for storage and preparation.,03/17/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALN,CV7ALN - Neighborhood Restricted,,1:00 AM,1:30 AM,70,"KKCB, LLC",(617)553-2278,3698.0,,  Washington ST,Jamaica Plain,MA,2130,"['42.300583', '-71.112757']",42.300583,-71.112757
60,LB-98834,JAMAICA PLAIN NO. 76 INC. OF THE AMERICAN,LEGION DEPARTMENT OF MASS,No Transfer of ownership  Ch 1161  Acts of l973  License originally issued 1982,No Transfer of ownership  ch 1161  Acts of 1973 License originally Issued 1982.,12/05/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBALV,Clb. All Alc. Vet.,,1:00 AM,1:30 AM,140,JAMAICA PLAIN NO. 76 INC. OF THE AMERICAN,,280.0,,  South ST,Jamaica Plain,MA,2130,"['42.300806', '-71.115149']",42.300806,-71.115149
61,LB-137901,HUY HOANG CORP.,Pho So 1 Boston,NONE,Ground floor restaurant approximately 27 feet by 58 feet for total of 1 566 square feet and same for space in basement for storage only. Two exits and one main front entrance with occupancy for approximately 60 seats.,02/04/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWN,CV7MWN - Neighborhood Restricted,,10:00 p.m.,,60,HUY HOANG CORP.,(617)436-8888,223.0,,  Adams ST,Dorchester,MA,2122,"['42.301468', '-71.060031']",42.301468,-71.060031
62,LB-98797,"TAVERN 103, LTD.",,,In whole of said premises; except for small office space.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBAL,Clb. All Alc.,,2:00 AM,2:30 AM,824,"TAVERN 103, LTD.",,256.0,,  Freeport ST,Dorchester,MA,2122,"['42.30355', '-71.0528']",42.30355,-71.0528
63,LB-99581,"PHO RESTAURANT, INC.",PHO HOA RESTAURANT,1) NO BAR. 2) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,ON THE ENTIRE FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,120,"PHO RESTAURANT, INC.",,1370.0,,  Dorchester AV,Dorchester,MA,2122,"['42.304043', '-71.05896']",42.304043,-71.05896
64,LB-135034,"PHO LE, LLC",Pho Le Restaurant,NONE,Open spaced dining room approximately 2500 square feet. One front entrance/exit and two other exits - one is towards the left side of the dining room and the other is towards the right  through the kitchen with service bar to the right of the exit.,01/12/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALN,CV7ALN - Neighborhood Restricted,,11:00 p.m.,11:30 p.m.,99,"PHO LE, LLC",,1356.0,,  Dorchester AV,Dorchester,MA,2122,"['42.3044', '-71.058961']",42.3044,-71.058961
65,LB-99222,"HE PUB, INC.",THE JEANIE JOHNSTON,1.)  2:00 A.M. CLOSING HOUR FRIDAYS  SATURDAYS AND NIGHTS BEFORE HOLIDAYS ONLY.,Rear entrance to utility room - from alley leading from hall for stock; One room and utility room first floor; cellar for stock.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,88,"HE PUB, INC.",,144.0,,  South ST,Jamaica Plain,MA,2130,"['42.305066', '-71.114449']",42.305066,-71.114449
66,LB-99282,"ROSSMORE CAFE, INC.",DRINKING FOUNTAIN,2:00 A.M. closing  Friday thru Saturday. Only 1:00 A.M. Closing Hour on all other nights,3520 Washington Steet; 2A Rossmore Rd.  rear entrance from yard for stock and rear entrance to kitchen from yard- One room and kitchen first floor; cellar for stock,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,86,"ROSSMORE CAFE, INC.",,3520.0,,  Washington ST,Jamaica Plain,MA,2130,"['42.305511', '-71.108121']",42.305511,-71.108121
67,LB-99035,"LIMERICK CO., INC. OF DORCHESTER",PEGGY O'NEILS,(1) Alcoholic beverages to be served only in conjunction with meals. (2) Patio hours of operationare 11:00 A.M. to 11:00 P.M.(3) Kitchen must be opened until closing.,Unnumbered side entrance on Linden Street; in one room and kitchen on first floor; cellar for stock; outdoor patio in parking lot adjacent to building.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,221,"LIMERICK CO., INC. OF DORCHESTER",,1310.0,,  Dorchester AV,Dorchester,MA,2122,"['42.30591', '-71.0586']",42.30591,-71.0586
68,LB-99281,"BROUGHTON ENTERPRISES, INC.",THE MIDWAY CAFÉ,,3496 3498 WASHINGTON STREET; EMERGENCY EXIT FROM REAR OF DINING ROOM; BULKHEAD ENTRANCE TO CELLAR FOR STOCK - ONE LARGE ROOM AND KITCHEN FIRST FLOOR; CELLAR FOR STOCK.  Capacity breakdown: 35 seated  64 standing.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,99,"BROUGHTON ENTERPRISES, INC.",,3492.0,3498.0,  Washington ST,Jamaica Plain,MA,2130,"['42.30628', '-71.10743']",42.30628,-71.10743
69,LB-99280,"SPELLBURKE, INC.",DOYLE'S,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS AT 11:00 A.M. AND OPEN ON SUNDAYS MORNINGS AT 9:00 A.M. FOR BREAKFAST WITH SERVING FOOD ONLY.,unnumbered side entrance on Williams St.and bulkhead in rear to cellar for stock. Three rooms   kitchen and office on first floor  cellar for stock.  Capacity breakdown: 110 lounge; 98 restaurant; 57 backroom.  3478-3484 WASHINGTON STREET  JAMAICA PLAIN  MA  02130,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,265,"SPELLBURKE, INC.",,3484.0,,  Washington ST,Jamaica Plain,MA,2130,"['42.30644', '-71.10723']",42.30644,-71.10723
70,LB-99269,"RESTAURANTE CESARIA, INC.",,1.) ALL PATRONS OFF PREMISES BY 1:00 A.M.  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:00 AM,99,"RESTAURANTE CESARIA, INC.",,266.0,, Bowdoin St,Dorchester,MA,2125,"['42.30692', '-71.06667']",42.30692,-71.06667
71,LB-99034,"VAN'S RESTAURANT & BAR, INC.",,Open at 9:00 A.M. on Sundays for the service of food only.,Side entrance for stock delivery on street floor; in one room and kitchen on first floor; cellar for stock.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,75,"VAN'S RESTAURANT & BAR, INC.",,1154.0,1156.0, Dorchester Av,Dorchester,MA,2125,"['42.307719', '-71.05859']",42.307719,-71.05859
72,LB-99554,IRENE NGUYEN,CAFÉ 1221,NONE,RESTAURANT AND BAR COMPRISED OF 2500 SQ. FT ON THE FIRST FLOOR  2000 SQ. FT ON THE SECOND FLOOR.  2 FRONT ENTRANCE/EXITS AND 1 REAR EXIT ON THE FIRST FLOOR; 1 FRONT AND 1 REAR EXIT ON THE SECOND FLOOR.,03/25/2014 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,1:00 AM,1:30 AM,140,IRENE NGUYEN,,1221.0,1223.0,  Dorchester AV,Dorchester,MA,2125,"['42.30906', '-71.05839']",42.30906,-71.05839
73,LB-98786,SAVIN HILL YACHT CLUB,,,In two rooms and kitchen on the first floor; first floor 98 persons  one function room on the second floor 171 persons. Total capacity of 269.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBAL,Clb. All Alc.,,1:00 AM,1:30 AM,269,SAVIN HILL YACHT CLUB,,400.0,,  William T Morrissey BL,Dorchester,MA,2125,"['42.30928', '-71.044382']",42.30928,-71.044382
74,LB-99649,"VEE & VEE PRODUCTIONS, LLC",VEE VEE,NONE,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,37,"VEE & VEE PRODUCTIONS, LLC",,763.0,,  Centre ST,Jamaica Plain,MA,2130,"['42.310283', '-71.11526']",42.310283,-71.11526
75,LB-99818,"J.P. SEAFOOD CAFÉ, INC.",J.P. SEAFOOD CAFÉ,1.) MALT  WINE AND LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) SERVICE BAR ONLY.,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN IN REAR; STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 15 PATRONS BETWEEN THE HOURS OF 10:30 A.M. - 11:00 P.M.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,75,"J.P. SEAFOOD CAFÉ, INC.",,730.0,,  Centre ST,Jamaica Plain,MA,2130,"['42.310802', '-71.114458']",42.310802,-71.114458
76,LB-98984,"COSTELLO'S TAVERN, INC.",COSTELLO'S TAVERN,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS OPENING AT 10:00 A.M.,Unnumbered entrance from parking lot in rear; in one room and kitchen on first floor; dining area and storage in basement.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,150,"COSTELLO'S TAVERN, INC.",,717.0,723.0,  Centre ST,Jamaica Plain,MA,2130,"['42.31124', '-71.11473']",42.31124,-71.11473
77,LB-99771,711 CENTRE LLC,CASA VERDE,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS OR TO PATRONS WHILE WAITING FOR A TABLE.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.  Capacity breakdown: 44 seated  14 standing.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,1:00 AM,1:30 AM,58,711 CENTRE LLC,(617)522-9500,711.0,,  Centre ST,Jamaica Plain,MA,2130,"['42.311378', '-71.114669']",42.311378,-71.114669
78,LB-99590,"Noodle Barn, Inc.",NOODLE BARN,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR. 3. OPEN AT 9:00 A.M.ON SUNDAYS FOR THE SERVICE OF FOODS ONLY.,In one room  kitchen area and raw bar on the street level  storage in the rear,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,MIDNIGHT,12:30 AM,58,"NOODLE BARN, INC.",,707.0,,  Centre ST,Jamaica Plain,MA,2130,"['42.311433', '-71.114661']",42.311433,-71.114661
79,LB-99569,"MANRAJ, INC.",BUKHARA,1. Malt  Wines and Liqueursto be served only in conjunction with meals. 2. No bar. 3. No exterior signs adv beer and wine.,701 Centre Street; in one room on the first floor with kitchen; also storage and kitchen in basement.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,60,"MANRAJ, INC.",,701.0,705.0,  Centre ST,Jamaica Plain,MA,2130,"['42.311537', '-71.114558']",42.311537,-71.114558
80,LB-99621,"WONDER SPICE CAFÉ, INC.",WONDER SPICE CAFÉ,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR 3.) PATIO  HOURS: 11:00A.M. - 10:00P.M. MONDAY THROUGH SATURDAY.  SUNDAY 12:00 NOON THROUGH 10:P.M.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN; STORAGE IN THE BASEMENT AND TO INCLUDE A SEASONAL OUTDOOR PATIO IN THE COURTYARD BEHIND 697 CENTRE STREET FOR 16 PATRONS FROM APRIL TO OCTOBER.,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,62,"WONDER SPICE CAFÉ, INC.",,695.0,697.0,  Centre ST,Jamaica Plain,MA,2130,"['42.31179', '-71.11453']",42.31179,-71.11453
81,LB-99624,"MOHAMMAD ALAM, INDIVIDUAL",TASTE OF INDIA,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH FOOD ONLY.,IN ONE RROM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,44,"MOHAMMAD ALAM, INDIVIDUAL",,1111.0,, Dorchester Av,Dorchester,MA,2125,"['42.312658', '-71.057474']",42.312658,-71.057474
82,LB-99834,"Pink Samurai, LLC",THE PINK SAMURAI,NONE,Dining area with bench seating  individual tables on both sides of room. Bar. Adjacent from bar  handicap bathroom.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,MIDNIGHT,12:30 AM,16,"PINK SAMURAI, LLC",,658.0,,  Centre ST,Jamaica Plain,MA,2130,"['42.312748', '-71.113869']",42.312748,-71.113869
83,LB-138939,GREEN DOOR COFFEE HOUSE COMPANY,Ula Cafe,NONE,In one room on the first floor  kitchen and storage in rear. Outdoor patio on private land from April 1st - October 31st for 15 patrons between the hours of 7:00 a.m. - 10:00 p.m.,04/09/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,10:00 p.m.,10:30 p.m.,77,Green Door Coffeehouse Company,(617)524-7890,284.0,, Amory St,Jamaica Plain,MA,2130,"['42.314637', '-71.104489']",42.314637,-71.104489
84,LB-99436,"BELLA LUNA RESTAURANT, INC.",BELLA LUNA REST/MILKY WAY LOUNGE & LANES,NO SERVICE OF ALCOHOL IN BOWLING AREA IF CHILDREN ARE PRESENT.,IN TWO ROOMS ON FIRST FLOOR WITH KITCHEN & STORAGE IN REAR LEFT OF PREMISES; TWO ENTRANCES ON AMORY STREET & THREE EMERGENCY EXITS AND TO INCLUDE SEASONAL OUTDOOR DINING FROM APRIL - OCTOBER FOR 60 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.  Capacity breakdown - 150 sea,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,200,"BELLA LUNA RESTAURANT, INC.",,284.0,, Amory St,Jamaica Plain,MA,2130,"['42.314637', '-71.104489']",42.314637,-71.104489
85,LB-99826,"KLK3, INC.",GRASS FED,NONE,TWO ENTRANCE/EXIT DOORS  OPEN FLOOR WITH 19 SEATS.  KITCHEN IN BACK; STORAGE DOWNSTAIRS IN BASEMENT.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,19,"KLK3, INC.",,605.0,,  Centre ST,Jamaica Plain,MA,2130,"['42.31478', '-71.114279']",42.31478,-71.114279
86,LB-99425,"C & S TAVERN, INC.",SONNY WALKER'S,NONE,380 Warren St.; rear door for stock; in one room first floor; cellar and first floor for stock.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,40,"C & S TAVERN, INC.",,380.0,,  Warren ST,Roxbury,MA,2119,"['42.317986', '-71.081739']",42.317986,-71.081739
87,LB-99047,"NINE THIRTY FOUR, INC.",THE BANSHEE,NONE,EXIT TO YARD; SIDE ENTRANCE TO CELLAR FOR STOCK  IN ONE ROOM ON THE FIRST FLOOR  ONE ROOM ON THE SECOND FLOOR.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,150,"NINE THIRTY FOUR, INC.",,934.0,,  Dorchester AV,Dorchester,MA,2125,"['42.31897', '-71.05648']",42.31897,-71.05648
88,LB-101648,"BAYSIDE CLUB HOTEL, LLC",CLUB HOTEL BY DOUBLETREE,1. No Alcohol with room service. 2. Alcohol in lounge area only.,In whole of said building  ground floor with function room with bar  kitchen and prep area storage  first level comprised of restaurant with dining area  lounge  bar and kitchen and hotel lobby; floors one through six are comprised of 6 guest rooms per fl,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,"BAYSIDE CLUB HOTEL, LLC",,240.0,,  Mount Vernon ST,Dorchester,MA,2125,"['42.319024', '-71.045007']",42.319024,-71.045007
89,LB-139449,"Tres Gatos, LLC",Tres Gatos,NONE,Restaurant in four rooms on first floor  including kitchen in front; 2 bathrooms; and storage in basement; includes outside patio for 15 patrons on private property between the hours of Noon - 10:00 p.m. (Monday - Friday); and 10:00 a.m. - 1:00 a.m. (Saturday & Sunday); 1 entrance; 2 exits.,03/17/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALN,CV7ALN - Neighborhood Restricted,,Midnight,12:30 AM,49,Tres Gatos L L C,(617)524-6622,470.0,,  Centre ST,Jamaica Plain,MA,2130,"['42.31909', '-71.11164']",42.31909,-71.11164
90,LB-99806,MERENGUE CORP.,MERENGUE RESTAURANT & CATERING,1.) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,MIDNIGHT,12:30 AM,90,MERENGUE CORP.,,156.0,160.0,  Blue Hill AV,Roxbury,MA,2119,"['42.319179', '-71.077549']",42.319179,-71.077549
91,LB-99216,"J. P. PARTNERS, INC.",CANARY SQUARE,(1) Dumpster to be chained to building on rear sidewalk. (2) No signs or advertising to be posted on Moaraine Street facades of licensed establishment. (3) May serve alcohol on Sundays starting at 11:00 a.m. but only in conjunction with food between 11:00 a.m. and noon.(4) Patio Conditions: alcohol with food only;patio must bestaffed at all times.,Two rear exits for emergency and stock; in two rooms and kitchen first floor; cellar for stock and to include an outdoor seasonal patio from April through October for fifty-two (52) patrons on Private Property between the  hours of 11:00 A.M. - 11:00 P.M.  Capacity breakdown: 126 seated  24 standing,11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,150,"J. P. PARTNERS, INC.",,435.0,439.0,S Huntington AV,Jamaica Plain,MA,2130,"['42.31979', '-71.112']",42.31979,-71.112
92,LB-99833,"HOME RUN CAFE, INC.",HOME RUN CAFE,NONE,FULL SERVICE RESTAURANT WITH APPROXIMATELY 10-14 TABLES AND ONE BAR WITH SEATING AREA.  ONE MAIN FRONT ENTRANCE AND ONE EXIT.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,2:00 AM,2:30 AM,88,"HOME RUN CAFE, INC.",(617)331-7580,1269.0,,  Massachusetts AV,Dorchester,MA,2125,"['42.32146', '-71.06264']",42.32146,-71.06264
93,LB-99422,PENA & NOVA CORP.,Norvia's Place,NONE,IN ONE ROOM AND KITCHEN FIRST FLOOR  CELLAR FOR STOCK. CAPACITY BAR 15   DINING  30  STANDING 22.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,67,PENA & NOVA CORP.,,2801.0,2807.0,  Washington ST,Roxbury,MA,2119,"['42.321695', '-71.092196']",42.321695,-71.092196
